 17.08.82 MEDITER.SEA    13.1  143.6  12.5  147.5   400           18.1
 24.01.83 N ATL. OCEAN   10.7  253.3  10.2  252.4   402           20.7
 18.02.83 N ATL. OCEAN    9.0  303.8   9.2  306.6   402           26.3
 17.10.83 N ATLANTIC      9.3  251.3   9.7  251.7   402           23.9
 26.03.80 N ATL. RIDGE    7.3  259.9   7.5  261.7   403           50.8
 22.12.82 N ATL. RIDGE    8.7  276.4   9.2  277.8   403           26.1
 11.08.88 N ATL. RIDGE    8.7  284.0   9.3  284.3   403           25.5
 20.09.86 AZORES          6.9  223.3   6.8  228.7   404           59.7
 03.06.80 AZORES          8.5  264.5   8.8  266.0   405 B4        32.3
 09.03.84 AZORES          8.8  267.2   8.8  268.8   405           29.8
 13.10.83 C MID-ATLANT    7.2  216.2   7.0  220.7   406           57.8
 22.04.84 C MID-ATLANT    7.3  215.4   7.2  218.7   406           56.7
 21.05.88 C MID-ATLANT    6.7  223.0   6.8  229.8   406           60.2
 24.09.83 ASCENSION       7.4  214.1   6.8  208.3   408           60.2
 08.04.83 ARABIAN SEA     8.3  120.1   7.3  118.9   417           53.9
 29.07.83 CARLSBERG R.    8.5  119.4   7.3  120.1   421           54.3
 30.11.83 CHARGOS ARCH    6.6  122.3   5.6  117.4   426           77.1
 23.01.81 ATL.IND.RISE    5.7  132.3   4.7  138.8   428           90.5
 29.11.82 ATL.IND.RISE    5.7  134.8   4.6  138.8   428           90.4
 16.05.85 MID.IND.RISE    5.3  130.2   4.5  125.8   429           98.1
 14.08.88 UTAH            5.1  316.0   5.3  317.6   478           77.9
 23.11.80 S ITALY        13.2  161.8  13.8  161.4   546 B2         9.2
 22.12.83 NW AFRICA       8.4  216.6   8.2  217.8   550           42.9
 12.06.83 EGYPT           9.3  129.1   9.2  133.8   553           27.0
 13.12.82 W ARAB. P.      8.3  124.3   8.1  130.8   555           44.1
 11.01.84 ZAIRE           7.2  158.2   7.0  160.7   567           57.6
 03.07.82 L. TANGANYKA    7.3  154.6   7.2  158.8   572 B2,C2     55.4
 14.05.85 TANZANIA        6.9  139.0   6.4  147.0   573           65.6
 21.06.82 MOZAMBIQUE      6.5  140.7   5.8  151.5   582 B4,C2     74.8
 12.08.80 ICELAND        10.4  324.6  10.5  325.8   638 A2,B4     21.3
 19.03.83 ICELAND         9.3  333.0   9.7  334.4   638           23.7
 26.09.83 ICELAND REG.    9.4  311.7   9.7  315.3   638           24.1
 20.11.79 JAN MAYEN      10.3  346.9   9.7  344.2   639 A2,B2,B   23.3
 27.06.84 JAN MAYEN       8.8  336.4   9.7  339.1   639           24.3
 28.10.84 JAN MAYEN      10.2  349.6   9.7  347.2   639           23.0
 04.05.84 GREENL. SEA     9.5  355.4   9.7  357.1   640           23.9
 00.00.00 NEX NOVAYA Z.   8.8   23.4   8.9   23.0   648           30.2
 18.08.83 NEX NOVAYA Z    8.6   22.7   8.8   22.9   648 B4        30.3
 25.09.83 NEX NOVAYA Z    8.7   23.1   8.8   22.9   648           30.3
 11.06.82 SEVERNAYA Z.    7.9    4.7   8.3    6.6   651           39.6
 11.06.82 SEVERNAYA Z.    7.9    4.6   8.3    6.5   651           39.6
 12.06.82 SEVERNAYA Z.    7.9    5.5   8.3    6.5   651           39.5
 10.06.83 LAPTEV SEA      7.1   17.2   7.9   18.5   653 B2,C4     47.5
 08.10.83 USSR-CHINA      4.9   44.6   5.7   41.2   660           72.6
 06.11.83 E CHINA         5.7   63.8   6.0   56.8   664           72.1
 23.12.85 NW TER. CANADA  6.1  341.4   6.6  338.4   679           62.9
 22.05.88 NW TER. CANADA  6.2  342.0   6.6  338.3   679           62.9
 24.01.83 ANDAMAN ISL.    5.1   99.2   5.7   87.5   703           75.3
 20.02.83 ANDAMAN ISL.    5.2   99.1   5.8   88.0   703           74.9
 16.11.87 ANDAMAN ISL.    5.1   95.0   5.6   84.4   703           75.7
 04.04.83 N SUMATERA      4.6  105.9   5.2   91.5   706           81.7
 02.07.83 N SUMATERA      4.5  106.0   5.2   91.5   706           81.4
 29.06.85 N SUMATERA      4.2  110.0   4.8   91.6   706           87.2
 16.12.83 KIRGHIZ SSR     7.2   86.1   8.1   79.2   715           44.1
 11.07.80 TAJIK SSR       7.3   86.5   8.2   79.7   715 B4,C3     42.1
 02.07.82 AFGH.-USSR      7.0   94.9   7.9   83.5   717 A3,C2     44.4
 12.09.83 AFGH.-USSR      7.1   93.9   7.9   83.7   717           44.5
 30.10.83 AFGH.-USSR      7.1   93.8   8.0   83.5   717 B2        44.8
 28.05.85 AFGH.-USSR	  6.8   93.3   7.9   83.7   717           44.7
 16.12 82 HINDU KUSH      7.6   97.0   8.1   85.5   718           43.4
 25.01.83 HINDU KUSH      7.3   95.7   8.0   83.9   718           44.4
 04.09.82 W SIBERIA       8.1   33.3   8.4   32.9   725           38.0
 25.11.88 S QUEBEC        7.2  297.    7.4  302.    447           52.  1
 12.12.88 RYUKYU          4.8   60.    5.1   53.    238           85.  1
 21.12.88 KIRGHIZ SSR     7.4   82.    8.1   77.    716           43.  1
 23.12.88 C MID-ATLANT    6.7  223.    6.8  229.    406           60.  2
 21.01.89 AZORES          9.0  259.8   8.8  261.    405           29.  2
 25.01.89 REP S AFRICA    6.0  166.3   5.5  166.    584           79.  1 
 26.01.89 KURIL I         5.0   28.    5.6   25.    221           78.  2
 31.01.89 M IND. RISE     6.3  126.    5.4  126.    429           80.  2
 10.03.89 MALAWI          6.8  147.    6.4  155.    577           66.  2
 17.03.89 E HONSHU        4.6   46.    5.1   39.    228           84.  2
 23.03.89 OFF E HONSHU    4.6   48.    5.0   40.    229           86.  2
 07.04.89 N  ATL. RIDGE   8.5  290.    8.8  290.    403           26.  2
 15.04.89 SZECHWAN PROV   5.8   76.    6.3   71.    307           67.  2
 20.04.89 E USSR          6.3   34.    6.9   36.    656           59.  1
 25.04.89 SZECHWAN PROV   5.9   75.    6.3   71.    307           67.  1
 07.05.89 BURMA/CH BOR.   5.5   83.    6.1   76.    297           71.  2
 13.05.89 USSR/MONG. BORD 6.5   54.    7.1   50.    333           57.  2
 27.10.80 C MID-ATLANT    6.8  218.    6.9  224.    406 C2        59.  2
 17.12.80 VANCOUV. I R    5.3  338.    5.8  334.     25 A4        75.  2
 16.02.81 ASCENSION       6.9  206.    6.5  207.    408           65.  1
 14.09.81 MONA PASS.      6.7  273.    6.1  275.     88 C         70.  3
 07.11.81 MASCAREN I R    6.4  125.    5.2  127.    429 C         83.  3
 18.11.81 ZAIRE REP       7.4  166.    7.3  165.    567           53.  2
 03.01.82 C MID-ATLANT    7.4  217.    7.0  220.    406 A4,B4     58.  2
 09.01.82 N BRUNSWICK     7.0  295.    7.6  299.    451 A4,B4     50.  2
 08.04.83 SOCOTRA REG     8.3  120.    7.3  119.    416           53.  2
 12.05.83 N ATL. RIDGE    7.3  256.    7.1  257.    403           56.  2
 07.07.83 ZAIRE REP.      6.9  152.    6.9  161.    567 C         59.  3
 01.12.83 CHAGOS ARCH.    6.4  123.    5.6  118.    426           77.  1
 03.12.83 CHAGOS ARCH.    6.6  123.    5.7  118.    426           76.  2
 10.02.84 GULF OF CALIF   4.3  308.    4.8  313.     49           88.  2
 22.04.84 C MID-ATLANT    7.4  215.    7.1  218.    406           57.  2
 26.04.84 CHAGOS ARCH     6.6  123.    5.6  118.    426           77.  1
 24.06.84 DOMIN REPUB     6.8  271.    6.1  275.     88           70.  2
 01.11.84 C MID-ATLANT    7.1  242.    6.9  243.    406           59.  2
 06.11.84 MASCARENE I R   6.0  130.    5.1  128.    427           84.  2
 22.11.84 S ATL-RIDGE     5.9  201.    5.2  201.    410           83.  3
 02.12.84 E C PAC.-OCEAN  4.4  302.    4.6  313.    693 B4        97.  2
 07.12.84 N O ASCENSION I 7.7  214.    7.1  212.    407           56.  2
 10.01.85 N ATL.-RIDGE    7.0  248.    6.9  249.    403           59.  2
 23.02.85 LAKE TANGANYIKA 7.1  152.    6.9  157.    572           59.  1
 13.03.85 O COAST OREGON  4.8  335.    5.4  331.     30           80.  2
 06.06.85 C MID-ATLANT    7.1  223.    6.9  228.    406 A3,A4     59.  2
 26.06.85 VIRGIN I        7.3  268.    6.3  272.     91 C         67.  3
 14.12.85 ARAB. SEA       8.5  119.    7.4  116.    417           52.  2
 10.11.85 S ATL-RIDGE     5.8  200.    5.3  202.    410           81.  2
 30.11.85 ATL IND-RISE    5.8  133.    4.7  138.    428           90.  1
 27.04.86 S ATL-RIDGE     5.8  204.    5.2  201.    410 A3        83.  2
 30.04.86 N E C MICHOAKAN 4.9  291.    4.7  300.     56           91.  2
 23.05.86 E GULF OF ADEN  8.5  122.    7.7  128.    415           48.  3
 28.05.86 E C PAC-OCEAN   4.2  305.    4.6  311.    693           96.  1
 20.04.88 C MID-ATLANT    6.8  225.    6.8  230.    406           60.  1
 07.05.88 KURILE I        4.7   32.    5.4   31.    221           80.  1
 20.05.88 C MID-ATLANT    6.9  241.    6.9  242.    406           59.  2
 10.06.88 CHAGOS ARCH     6.8  121.    5.6  117.    426           77.  2
 18.06.88 GULF OF CALIF   4.3  308.6   4.8  311.     49           88.  2
 16.07.88 E GULF OF ADEN  8.4  120.    7.6  123.    415           49.  2
 05.09.88 DOMIN. REP REG. 6.9  272.    6.1  276.     88           71.  2
 23.12.88 C MID-ATLANT    6.8  224.    6.8  229.    406           60.  2
 22.01.89 TAJIK SSR       7.4   92.    8.2   83.    715           41.9 1
 24.06.86 N ASCENSION     7.6  215.    7.1  216.    407           56.  2
 07.07.86 CARLSBERG-RIDGE 8.4  120.    7.3  120.    421           54.  1
 18.07.86 SAMBIA          6.6  160.    6.3  162.    576 C         68.  3
 17.09.86 CARLSBERG-RIDGE 8.3  120.    7.3  120.    421           54.  2
 01.02.87 N ASCENSION     7.4  214.    7.1  216.    407 B1        56.  2
 12.03.87 C MID-ATLANT    7.3  215.    7.1  216.    407 B1        56.  2
 26.02.88 ATL. IND-RISE   5.0  147.    4.6  152.    428           93.  2
 06.03.88 GULF OF ALASKA  5.6  346.6   6.0  345.5    15           71.6 1
 07.03.88 N PAC-OCEAN     4.8   32.    5.2   28.    611           83.  1
 10.03.89 MALAWI          6.8  147.    6.4  155.    577           66.  1
 02.03.89 DOMIN. REPUB.   6.8  271.    6.1  275.     88           70.  2
 09.03.89 MALAWI          6.8  146.    6.4  155.    577           66.  2
 11.04.89 KURILE I REG    4.9   23.    5.6   21.    222 C3        77.  2
 03.05.89 SZECHUWA        6.0   76.    6.3   71.    307           67.  2
 09.05.89 CANARI ISL. REG 9.2  234.    8.9  234.    394           30.  2
 12.06.89 BANGALADESH     5.7   93.    6.4   84.    316           66.  2
 07.12.88 TURKEY/USSR BOR 9.7  104.    9.3   98.    367           25.  2
 10.12.88 RED SEA         8.7  122.    8.2  133.    554           41.  2
 22.09.85 N.ATL.RIDEG     7.1  251.0   7.0  251.0   403           58.5
 17.06.86 M. IND. RISE    5.9  129.0   5.0  128.0   429           85.9
 24.06.86 N. ASC. ISL     7.3  214.0   7.2  216.0   407           55.5
 18.07.86 SAMBIA          6.6  160.0   6.3  162.0   576           67.5
 13.10.88 E. SIBERIA      5.7   15.0   6.3   11.0   671 C4        67.6
 05.08.89 NEW SIB. ISL.   7.0   12.0   7.6   15.0   668           49.3
 20.08.89 ETHIOPIA        8.2  126.0   7.9  136.0   558           45.3
 03.10.89 E. SEV. ZEM.    7.6   11.0   8.0   13.0   654           44.5
 18.10.89 C. CALIF.       4.5  328.0   5.1  324.0    39           84.2
 21.10.89 CHAG. ARCH. R.  7.1  120.0   5.9  119.0   426           73.8
 15.11.89 C. MID. AT. R.  7.1  215.0   7.1  218.0   406           56.8
 17.11.89 E. SEV. ZEM     7.6   12.0   7.9   13.0   654           44.6
 25.12.89 N. QUEBEC       7.9  312.0   7.8  317.0   443           46.5
 00.00.00 CEN. SIBERIA    7.1   39.8   7.8   42.0   726           00.0
